timestamp,x,y,z,yaw
0.0000,0.000000,0.000000,0.000000,0.000000
0.1000,0.000000,0.000000,0.050000,0.000000
0.2000,0.000000,0.000000,0.100000,0.000000
0.3000,0.000000,0.000000,0.150000,0.000000
0.4000,0.000000,0.000000,0.200000,0.000000
0.5000,0.000000,0.000000,0.250000,0.000000
0.6000,0.000000,0.000000,0.300000,0.000000
0.7000,0.000000,0.000000,0.350000,0.000000
0.8000,0.000000,0.000000,0.400000,0.000000
0.9000,0.000000,0.000000,0.450000,0.000000
1.0000,0.000000,0.000000,0.500000,0.000000
1.1000,0.000000,0.000000,0.550000,0.000000
1.2000,0.000000,0.000000,0.600000,0.000000
1.3000,0.000000,0.000000,0.650000,0.000000
1.4000,0.000000,0.000000,0.700000,0.000000
1.5000,0.000000,0.000000,0.750000,0.000000
1.6000,0.000000,0.000000,0.800000,0.000000
1.7000,0.000000,0.000000,0.850000,0.000000
1.8000,0.000000,0.000000,0.900000,0.000000
1.9000,0.000000,0.000000,0.950000,0.000000
2.0000,0.000000,0.000000,1.000000,0.000000
2.1000,0.000000,0.000000,1.050000,0.000000
2.2000,0.000000,0.000000,1.100000,0.000000
2.3000,0.000000,0.000000,1.150000,0.000000
2.4000,0.000000,0.000000,1.200000,0.000000
2.5000,0.000000,0.000000,1.250000,0.000000
2.6000,0.000000,0.000000,1.300000,0.000000
2.7000,0.000000,0.000000,1.350000,0.000000
2.8000,0.000000,0.000000,1.400000,0.000000
2.9000,0.000000,0.000000,1.450000,0.000000
3.0000,0.000000,0.000000,1.500000,0.000000
3.1000,0.000000,0.000000,1.550000,0.000000
3.2000,0.000000,0.000000,1.600000,0.000000
3.3000,0.000000,0.000000,1.650000,0.000000
3.4000,0.000000,0.000000,1.700000,0.000000
3.5000,0.000000,0.000000,1.750000,0.000000
3.6000,0.000000,0.000000,1.800000,0.000000
3.7000,0.000000,0.000000,1.850000,0.000000
3.8000,0.000000,0.000000,1.900000,0.000000
3.9000,0.000000,0.000000,1.950000,0.000000
4.0000,0.000000,0.000000,2.000000,0.000000
4.1000,0.075188,0.000000,2.000000,0.000000
4.2000,0.150375,0.000000,2.000000,0.000000
4.3000,0.225563,0.000000,2.000000,0.000000
4.4000,0.300751,0.000000,2.000000,0.000000
4.5000,0.375939,0.000000,2.000000,0.000000
4.6000,0.451126,0.000000,2.000000,0.000000
4.7000,0.526314,0.000000,2.000000,0.000000
4.8000,0.601502,0.000000,2.000000,0.000000
4.9000,0.676689,0.000000,2.000000,0.000000
5.0000,0.751877,0.000000,2.000000,0.000000
5.1000,0.827065,0.000000,2.000000,0.000000
5.2000,0.902253,0.000000,2.000000,0.000000
5.3000,0.977440,0.000000,2.000000,0.000000
5.4000,1.052628,0.000000,2.000000,0.000000
5.5000,1.127816,0.000000,2.000000,0.000000
5.6000,1.203004,0.000000,2.000000,0.000000
5.7000,1.278191,0.000000,2.000000,0.000000
5.8000,1.353379,0.000000,2.000000,0.000000
5.9000,1.428567,0.000000,2.000000,0.000000
6.0000,1.503754,0.000000,2.000000,0.000000
6.1000,1.578942,0.000000,2.000000,0.000000
6.2000,1.654130,0.000000,2.000000,0.000000
6.3000,1.729318,0.000000,2.000000,0.000000
6.4000,1.804505,0.000000,2.000000,0.000000
6.5000,1.879693,0.000000,2.000000,0.000000
6.6000,1.954881,0.000000,2.000000,0.000000
6.7000,2.030068,0.000000,2.000000,0.000000
6.8000,2.105256,0.000000,2.000000,0.000000
6.9000,2.180444,0.000000,2.000000,0.000000
7.0000,2.255632,0.000000,2.000000,0.000000
7.1000,2.330819,0.000000,2.000000,0.000000
7.2000,2.406007,0.000000,2.000000,0.000000
7.3000,2.481195,0.000000,2.000000,0.000000
7.4000,2.556382,0.000000,2.000000,0.000000
7.5000,2.631570,0.000000,2.000000,0.000000
7.6000,2.706758,0.000000,2.000000,0.000000
7.7000,2.781946,0.000000,2.000000,0.000000
7.8000,2.857133,0.000000,2.000000,0.000000
7.9000,2.932321,0.000000,2.000000,0.000000
8.0000,3.007509,0.000000,2.000000,0.000000
8.1000,3.082696,0.000000,2.000000,0.000000
8.2000,3.157884,0.000000,2.000000,0.000000
8.3000,3.233072,0.000000,2.000000,0.000000
8.4000,3.308260,0.000000,2.000000,0.000000
8.5000,3.383447,0.000000,2.000000,0.000000
8.6000,3.458635,0.000000,2.000000,0.000000
8.7000,3.533823,0.000000,2.000000,0.000000
8.8000,3.609011,0.000000,2.000000,0.000000
8.9000,3.684198,0.000000,2.000000,0.000000
9.0000,3.759386,0.000000,2.000000,0.000000
9.1000,3.834574,0.000000,2.000000,0.000000
9.2000,3.909761,0.000000,2.000000,0.000000
9.3000,3.984949,0.000000,2.000000,0.000000
9.4000,4.060137,0.000000,2.000000,0.000000
9.5000,4.135325,0.000000,2.000000,0.000000
9.6000,4.210512,0.000000,2.000000,0.000000
9.7000,4.285700,0.000000,2.000000,0.000000
9.8000,4.285700,0.075472,2.000000,1.570796
9.9000,4.285700,0.150943,2.000000,1.570796
10.0000,4.285700,0.226415,2.000000,1.570796
10.1000,4.285700,0.301887,2.000000,1.570796
10.2000,4.285700,0.377358,2.000000,1.570796
10.3000,4.285700,0.452830,2.000000,1.570796
10.4000,4.285700,0.528302,2.000000,1.570796
10.5000,4.285700,0.603774,2.000000,1.570796
10.6000,4.285700,0.679245,2.000000,1.570796
10.7000,4.285700,0.754717,2.000000,1.570796
10.8000,4.285700,0.830189,2.000000,1.570796
10.9000,4.285700,0.905660,2.000000,1.570796
11.0000,4.285700,0.981132,2.000000,1.570796
11.1000,4.285700,1.056604,2.000000,1.570796
11.2000,4.285700,1.132075,2.000000,1.570796
11.3000,4.285700,1.207547,2.000000,1.570796
11.4000,4.285700,1.283019,2.000000,1.570796
11.5000,4.285700,1.358491,2.000000,1.570796
11.6000,4.285700,1.433962,2.000000,1.570796
11.7000,4.285700,1.509434,2.000000,1.570796
11.8000,4.285700,1.584906,2.000000,1.570796
11.9000,4.285700,1.660377,2.000000,1.570796
12.0000,4.285700,1.735849,2.000000,1.570796
12.1000,4.285700,1.811321,2.000000,1.570796
12.2000,4.285700,1.886792,2.000000,1.570796
12.3000,4.285700,1.962264,2.000000,1.570796
12.4000,4.285700,2.037736,2.000000,1.570796
12.5000,4.285700,2.113208,2.000000,1.570796
12.6000,4.285700,2.188679,2.000000,1.570796
12.7000,4.285700,2.264151,2.000000,1.570796
12.8000,4.285700,2.339623,2.000000,1.570796
12.9000,4.285700,2.415094,2.000000,1.570796
13.0000,4.285700,2.490566,2.000000,1.570796
13.1000,4.285700,2.566038,2.000000,1.570796
13.2000,4.285700,2.641509,2.000000,1.570796
13.3000,4.285700,2.716981,2.000000,1.570796
13.4000,4.285700,2.792453,2.000000,1.570796
13.5000,4.285700,2.867925,2.000000,1.570796
13.6000,4.285700,2.943396,2.000000,1.570796
13.7000,4.285700,3.018868,2.000000,1.570796
13.8000,4.285700,3.094340,2.000000,1.570796
13.9000,4.285700,3.169811,2.000000,1.570796
14.0000,4.285700,3.245283,2.000000,1.570796
14.1000,4.285700,3.320755,2.000000,1.570796
14.2000,4.285700,3.396226,2.000000,1.570796
14.3000,4.285700,3.471698,2.000000,1.570796
14.4000,4.285700,3.547170,2.000000,1.570796
14.5000,4.285700,3.622642,2.000000,1.570796
14.6000,4.285700,3.698113,2.000000,1.570796
14.7000,4.285700,3.773585,2.000000,1.570796
14.8000,4.285700,3.849057,2.000000,1.570796
14.9000,4.285700,3.924528,2.000000,1.570796
15.0000,4.285700,4.000000,2.000000,1.570796
15.1000,4.285700,4.000000,2.000000,1.570796
15.2000,4.285700,4.000000,2.000000,1.570796
15.3000,4.285700,4.000000,2.000000,1.570796
15.4000,4.285700,4.000000,2.000000,1.570796
15.5000,4.285700,4.000000,2.000000,1.570796
15.6000,4.285700,4.000000,2.000000,1.570796
15.7000,4.285700,4.000000,2.000000,1.570796
15.8000,4.285700,4.000000,2.000000,1.570796
15.9000,4.285700,4.000000,2.000000,1.570796
16.0000,4.285700,4.000000,2.000000,1.570796
16.1000,4.285700,4.000000,2.000000,1.570796
16.2000,4.285700,4.000000,2.000000,1.570796
16.3000,4.285700,4.000000,2.000000,1.570796
16.4000,4.285700,4.000000,2.000000,1.570796
16.5000,4.285700,4.000000,2.000000,1.570796
16.6000,4.285700,4.000000,2.000000,1.570796
16.7000,4.285700,4.000000,2.000000,1.570796
16.8000,4.285700,4.000000,2.000000,1.570796
16.9000,4.285700,4.000000,2.000000,1.570796
17.0000,4.285700,4.000000,2.000000,1.570796
17.1000,4.285700,4.075000,2.000000,1.570796
17.2000,4.285700,4.150000,2.000000,1.570796
17.3000,4.285700,4.225000,2.000000,1.570796
17.4000,4.285700,4.300000,2.000000,1.570796
17.5000,4.285700,4.375000,2.000000,1.570796
17.6000,4.285700,4.450000,2.000000,1.570796
17.7000,4.285700,4.525000,2.000000,1.570796
17.8000,4.285700,4.600000,2.000000,1.570796
17.9000,4.285700,4.675000,2.000000,1.570796
18.0000,4.285700,4.750000,2.000000,1.570796
18.1000,4.285700,4.825000,2.000000,1.570796
18.2000,4.285700,4.900000,2.000000,1.570796
18.3000,4.285700,4.975000,2.000000,1.570796
18.4000,4.285700,5.050000,2.000000,1.570796
18.5000,4.285700,5.125000,2.000000,1.570796
18.6000,4.285700,5.200000,2.000000,1.570796
18.7000,4.285700,5.275000,2.000000,1.570796
18.8000,4.285700,5.350000,2.000000,1.570796
18.9000,4.285700,5.425000,2.000000,1.570796
19.0000,4.285700,5.500000,2.000000,1.570796
19.1000,4.285700,5.575000,2.000000,1.570796
19.2000,4.285700,5.650000,2.000000,1.570796
19.3000,4.285700,5.725000,2.000000,1.570796
19.4000,4.285700,5.800000,2.000000,1.570796
19.5000,4.285700,5.875000,2.000000,1.570796
19.6000,4.285700,5.950000,2.000000,1.570796
19.7000,4.285700,6.025000,2.000000,1.570796
19.8000,4.285700,6.100000,2.000000,1.570796
19.9000,4.285700,6.175000,2.000000,1.570796
20.0000,4.285700,6.250000,2.000000,1.570796
20.1000,4.285700,6.325000,2.000000,1.570796
20.2000,4.285700,6.400000,2.000000,1.570796
20.3000,4.285700,6.475000,2.000000,1.570796
20.4000,4.285700,6.550000,2.000000,1.570796
