timestamp,x,y,z,yaw
20.5000,4.285700,6.625000,2.000000,1.570796
20.6000,4.285700,6.700000,2.000000,1.570796
20.7000,4.285700,6.775000,2.000000,1.570796
20.8000,4.285700,6.850000,2.000000,1.570796
20.9000,4.285700,6.925000,2.000000,1.570796
21.0000,4.285700,7.000000,2.000000,1.570796
21.1000,4.285700,7.075000,2.000000,1.570796
21.2000,4.285700,7.150000,2.000000,1.570796
21.3000,4.285700,7.225000,2.000000,1.570796
21.4000,4.285700,7.300000,2.000000,1.570796
21.5000,4.285700,7.375000,2.000000,1.570796
21.6000,4.285700,7.450000,2.000000,1.570796
21.7000,4.285700,7.525000,2.000000,1.570796
21.8000,4.285700,7.600000,2.000000,1.570796
21.9000,4.285700,7.675000,2.000000,1.570796
22.0000,4.285700,7.750000,2.000000,1.570796
22.1000,4.285700,7.825000,2.000000,1.570796
22.2000,4.285700,7.900000,2.000000,1.570796
22.3000,4.285700,7.975000,2.000000,1.570796
22.4000,4.285700,8.050000,2.000000,1.570796
22.5000,4.285700,8.125000,2.000000,1.570796
22.6000,4.285700,8.200000,2.000000,1.570796
22.7000,4.285700,8.275000,2.000000,1.570796
22.8000,4.285700,8.350000,2.000000,1.570796
22.9000,4.285700,8.425000,2.000000,1.570796
23.0000,4.285700,8.500000,2.000000,1.570796
23.1000,4.285700,8.575000,2.000000,1.570796
23.2000,4.285700,8.650000,2.000000,1.570796
23.3000,4.285700,8.725000,2.000000,1.570796
23.4000,4.285700,8.800000,2.000000,1.570796
23.5000,4.285700,8.875000,2.000000,1.570796
23.6000,4.285700,8.950000,2.000000,1.570796
23.7000,4.285700,9.025000,2.000000,1.570796
23.8000,4.285700,9.100000,2.000000,1.570796
23.9000,4.285700,9.175000,2.000000,1.570796
24.0000,4.285700,9.250000,2.000000,1.570796
24.1000,4.285700,9.325000,2.000000,1.570796
24.2000,4.285700,9.400000,2.000000,1.570796
24.3000,4.285700,9.475000,2.000000,1.570796
24.4000,4.285700,9.550000,2.000000,1.570796
24.5000,4.285700,9.625000,2.000000,1.570796
24.6000,4.285700,9.700000,2.000000,1.570796
24.7000,4.285700,9.775000,2.000000,1.570796
24.8000,4.285700,9.850000,2.000000,1.570796
24.9000,4.285700,9.925000,2.000000,1.570796
25.0000,4.285700,10.000000,2.000000,1.570796
25.1000,4.285700,10.075000,2.000000,1.570796
25.2000,4.285700,10.150000,2.000000,1.570796
25.3000,4.285700,10.225000,2.000000,1.570796
25.4000,4.285700,10.300000,2.000000,1.570796
25.5000,4.285700,10.375000,2.000000,1.570796
25.6000,4.285700,10.450000,2.000000,1.570796
25.7000,4.285700,10.525000,2.000000,1.570796
25.8000,4.285700,10.600000,2.000000,1.570796
25.9000,4.285700,10.675000,2.000000,1.570796
26.0000,4.285700,10.750000,2.000000,1.570796
26.1000,4.285700,10.825000,2.000000,1.570796
26.2000,4.285700,10.900000,2.000000,1.570796
26.3000,4.285700,10.975000,2.000000,1.570796
26.4000,4.285700,11.050000,2.000000,1.570796
26.5000,4.285700,11.125000,2.000000,1.570796
26.6000,4.285700,11.200000,2.000000,1.570796
26.7000,4.285700,11.275000,2.000000,1.570796
26.8000,4.285700,11.350000,2.000000,1.570796
26.9000,4.285700,11.425000,2.000000,1.570796
27.0000,4.285700,11.500000,2.000000,1.570796
27.1000,4.285700,11.575000,2.000000,1.570796
27.2000,4.285700,11.650000,2.000000,1.570796
27.3000,4.285700,11.725000,2.000000,1.570796
27.4000,4.285700,11.800000,2.000000,1.570796
27.5000,4.285700,11.875000,2.000000,1.570796
27.6000,4.285700,11.950000,2.000000,1.570796
27.7000,4.285700,12.025000,2.000000,1.570796
27.8000,4.285700,12.100000,2.000000,1.570796
27.9000,4.285700,12.175000,2.000000,1.570796
28.0000,4.285700,12.250000,2.000000,1.570796
28.1000,4.285700,12.325000,2.000000,1.570796
28.2000,4.285700,12.400000,2.000000,1.570796
28.3000,4.285700,12.475000,2.000000,1.570796
28.4000,4.285700,12.550000,2.000000,1.570796
28.5000,4.285700,12.625000,2.000000,1.570796
28.6000,4.285700,12.700000,2.000000,1.570796
28.7000,4.285700,12.775000,2.000000,1.570796
28.8000,4.285700,12.850000,2.000000,1.570796
28.9000,4.285700,12.925000,2.000000,1.570796
29.0000,4.285700,13.000000,2.000000,1.570796
29.1000,4.285700,13.075000,2.000000,1.570796
29.2000,4.285700,13.150000,2.000000,1.570796
29.3000,4.285700,13.225000,2.000000,1.570796
29.4000,4.285700,13.300000,2.000000,1.570796
29.5000,4.285700,13.375000,2.000000,1.570796
29.6000,4.285700,13.450000,2.000000,1.570796
29.7000,4.285700,13.525000,2.000000,1.570796
29.8000,4.285700,13.600000,2.000000,1.570796
29.9000,4.285700,13.675000,2.000000,1.570796
30.0000,4.285700,13.750000,2.000000,1.570796
30.1000,4.285700,13.825000,2.000000,1.570796
30.2000,4.285700,13.900000,2.000000,1.570796
30.3000,4.285700,13.975000,2.000000,1.570796
30.4000,4.285700,14.050000,2.000000,1.570796
30.5000,4.285700,14.125000,2.000000,1.570796
30.6000,4.285700,14.200000,2.000000,1.570796
30.7000,4.285700,14.275000,2.000000,1.570796
30.8000,4.285700,14.350000,2.000000,1.570796
30.9000,4.285700,14.425000,2.000000,1.570796
31.0000,4.285700,14.500000,2.000000,1.570796
31.1000,4.285700,14.575000,2.000000,1.570796
31.2000,4.285700,14.650000,2.000000,1.570796
31.3000,4.285700,14.725000,2.000000,1.570796
31.4000,4.285700,14.800000,2.000000,1.570796
31.5000,4.285700,14.875000,2.000000,1.570796
31.6000,4.285700,14.950000,2.000000,1.570796
31.7000,4.285700,15.025000,2.000000,1.570796
31.8000,4.285700,15.100000,2.000000,1.570796
31.9000,4.285700,15.175000,2.000000,1.570796
32.0000,4.285700,15.250000,2.000000,1.570796
32.1000,4.285700,15.325000,2.000000,1.570796
32.2000,4.285700,15.400000,2.000000,1.570796
32.3000,4.285700,15.475000,2.000000,1.570796
32.4000,4.285700,15.550000,2.000000,1.570796
32.5000,4.285700,15.625000,2.000000,1.570796
32.6000,4.285700,15.700000,2.000000,1.570796
32.7000,4.285700,15.775000,2.000000,1.570796
32.8000,4.285700,15.850000,2.000000,1.570796
32.9000,4.285700,15.925000,2.000000,1.570796
33.0000,4.285700,16.000000,2.000000,1.570796
33.1000,4.285700,16.000000,2.000000,1.570796
33.2000,4.285700,16.000000,2.000000,1.570796
33.3000,4.285700,16.000000,2.000000,1.570796
33.4000,4.285700,16.000000,2.000000,1.570796
33.5000,4.285700,16.000000,2.000000,1.570796
33.6000,4.285700,16.000000,2.000000,1.570796
33.7000,4.285700,16.000000,2.000000,1.570796
33.8000,4.285700,16.000000,2.000000,1.570796
33.9000,4.285700,16.000000,2.000000,1.570796
34.0000,4.285700,16.000000,2.000000,1.570796
34.1000,4.285700,16.000000,2.000000,1.570796
34.2000,4.285700,16.000000,2.000000,1.570796
34.3000,4.285700,16.000000,2.000000,1.570796
34.4000,4.285700,16.000000,2.000000,1.570796
34.5000,4.285700,16.000000,2.000000,1.570796
34.6000,4.285700,16.000000,2.000000,1.570796
34.7000,4.285700,16.000000,2.000000,1.570796
34.8000,4.285700,16.000000,2.000000,1.570796
34.9000,4.285700,16.000000,2.000000,1.570796
35.0000,4.285700,16.000000,2.000000,1.570796
35.1000,4.360625,16.000000,2.000000,0.000000
35.2000,4.435550,16.000000,2.000000,0.000000
35.3000,4.510476,16.000000,2.000000,0.000000
35.4000,4.585401,16.000000,2.000000,0.000000
35.5000,4.660326,16.000000,2.000000,0.000000
35.6000,4.735251,16.000000,2.000000,0.000000
35.7000,4.810176,16.000000,2.000000,0.000000
35.8000,4.885101,16.000000,2.000000,0.000000
35.9000,4.960027,16.000000,2.000000,0.000000
36.0000,5.034952,16.000000,2.000000,0.000000
36.1000,5.109877,16.000000,2.000000,0.000000
36.2000,5.184802,16.000000,2.000000,0.000000
36.3000,5.259727,16.000000,2.000000,0.000000
36.4000,5.334652,16.000000,2.000000,0.000000
36.5000,5.409578,16.000000,2.000000,0.000000
36.6000,5.484503,16.000000,2.000000,0.000000
36.7000,5.559428,16.000000,2.000000,0.000000
36.8000,5.634353,16.000000,2.000000,0.000000
36.9000,5.709278,16.000000,2.000000,0.000000
37.0000,5.784203,16.000000,2.000000,0.000000
37.1000,5.859129,16.000000,2.000000,0.000000
37.2000,5.934054,16.000000,2.000000,0.000000
37.3000,6.008979,16.000000,2.000000,0.000000
37.4000,6.083904,16.000000,2.000000,0.000000
37.5000,6.158829,16.000000,2.000000,0.000000
37.6000,6.233755,16.000000,2.000000,0.000000
37.7000,6.308680,16.000000,2.000000,0.000000
37.8000,6.383605,16.000000,2.000000,0.000000
37.9000,6.458530,16.000000,2.000000,0.000000
38.0000,6.533455,16.000000,2.000000,0.000000
38.1000,6.608380,16.000000,2.000000,0.000000
38.2000,6.683306,16.000000,2.000000,0.000000
38.3000,6.758231,16.000000,2.000000,0.000000
38.4000,6.833156,16.000000,2.000000,0.000000
38.5000,6.908081,16.000000,2.000000,0.000000
38.6000,6.983006,16.000000,2.000000,0.000000
38.7000,7.057931,16.000000,2.000000,0.000000
38.8000,7.132857,16.000000,2.000000,0.000000
38.9000,7.207782,16.000000,2.000000,0.000000
39.0000,7.282707,16.000000,2.000000,0.000000
39.1000,7.357632,16.000000,2.000000,0.000000
39.2000,7.432557,16.000000,2.000000,0.000000
39.3000,7.507483,16.000000,2.000000,0.000000
39.4000,7.582408,16.000000,2.000000,0.000000
39.5000,7.657333,16.000000,2.000000,0.000000
39.6000,7.732258,16.000000,2.000000,0.000000
39.7000,7.807183,16.000000,2.000000,0.000000
39.8000,7.882108,16.000000,2.000000,0.000000
39.9000,7.957034,16.000000,2.000000,0.000000
40.0000,8.031959,16.000000,2.000000,0.000000
40.1000,8.106884,16.000000,2.000000,0.000000
40.2000,8.181809,16.000000,2.000000,0.000000
40.3000,8.256734,16.000000,2.000000,0.000000
40.4000,8.331659,16.000000,2.000000,0.000000
40.5000,8.406585,16.000000,2.000000,0.000000
40.6000,8.481510,16.000000,2.000000,0.000000
40.7000,8.556435,16.000000,2.000000,0.000000
40.8000,8.631360,16.000000,2.000000,0.000000
40.9000,8.706285,16.000000,2.000000,0.000000
41.0000,8.781210,16.000000,2.000000,0.000000
41.1000,8.856136,16.000000,2.000000,0.000000
41.2000,8.931061,16.000000,2.000000,0.000000
41.3000,9.005986,16.000000,2.000000,0.000000
41.4000,9.080911,16.000000,2.000000,0.000000
41.5000,9.155836,16.000000,2.000000,0.000000
41.6000,9.230762,16.000000,2.000000,0.000000
41.7000,9.305687,16.000000,2.000000,0.000000
41.8000,9.380612,16.000000,2.000000,0.000000
41.9000,9.455537,16.000000,2.000000,0.000000
42.0000,9.530462,16.000000,2.000000,0.000000
42.1000,9.605387,16.000000,2.000000,0.000000
42.2000,9.680313,16.000000,2.000000,0.000000
42.3000,9.755238,16.000000,2.000000,0.000000
42.4000,9.830163,16.000000,2.000000,0.000000
42.5000,9.905088,16.000000,2.000000,0.000000
42.6000,9.980013,16.000000,2.000000,0.000000
42.7000,10.054938,16.000000,2.000000,0.000000
42.8000,10.129864,16.000000,2.000000,0.000000
42.9000,10.204789,16.000000,2.000000,0.000000
43.0000,10.279714,16.000000,2.000000,0.000000
43.1000,10.354639,16.000000,2.000000,0.000000
43.2000,10.429564,16.000000,2.000000,0.000000
43.3000,10.504490,16.000000,2.000000,0.000000
43.4000,10.579415,16.000000,2.000000,0.000000
43.5000,10.654340,16.000000,2.000000,0.000000
43.6000,10.729265,16.000000,2.000000,0.000000
43.7000,10.804190,16.000000,2.000000,0.000000
43.8000,10.879115,16.000000,2.000000,0.000000
43.9000,10.954041,16.000000,2.000000,0.000000
44.0000,11.028966,16.000000,2.000000,0.000000
44.1000,11.103891,16.000000,2.000000,0.000000
44.2000,11.178816,16.000000,2.000000,0.000000
44.3000,11.253741,16.000000,2.000000,0.000000
44.4000,11.328666,16.000000,2.000000,0.000000
44.5000,11.403592,16.000000,2.000000,0.000000
44.6000,11.478517,16.000000,2.000000,0.000000
44.7000,11.553442,16.000000,2.000000,0.000000
44.8000,11.628367,16.000000,2.000000,0.000000
44.9000,11.703292,16.000000,2.000000,0.000000
45.0000,11.778217,16.000000,2.000000,0.000000
45.1000,11.853143,16.000000,2.000000,0.000000
45.2000,11.928068,16.000000,2.000000,0.000000
45.3000,12.002993,16.000000,2.000000,0.000000
45.4000,12.077918,16.000000,2.000000,0.000000
45.5000,12.152843,16.000000,2.000000,0.000000
45.6000,12.227769,16.000000,2.000000,0.000000
45.7000,12.302694,16.000000,2.000000,0.000000
45.8000,12.377619,16.000000,2.000000,0.000000
45.9000,12.452544,16.000000,2.000000,0.000000
46.0000,12.527469,16.000000,2.000000,0.000000
46.1000,12.602394,16.000000,2.000000,0.000000
46.2000,12.677320,16.000000,2.000000,0.000000
46.3000,12.752245,16.000000,2.000000,0.000000
46.4000,12.827170,16.000000,2.000000,0.000000
46.5000,12.902095,16.000000,2.000000,0.000000
46.6000,12.977020,16.000000,2.000000,0.000000
46.7000,13.051945,16.000000,2.000000,0.000000
46.8000,13.126871,16.000000,2.000000,0.000000
46.9000,13.201796,16.000000,2.000000,0.000000
47.0000,13.276721,16.000000,2.000000,0.000000
47.1000,13.351646,16.000000,2.000000,0.000000
47.2000,13.426571,16.000000,2.000000,0.000000
47.3000,13.501497,16.000000,2.000000,0.000000
47.4000,13.576422,16.000000,2.000000,0.000000
47.5000,13.651347,16.000000,2.000000,0.000000
47.6000,13.726272,16.000000,2.000000,0.000000
47.7000,13.801197,16.000000,2.000000,0.000000
47.8000,13.876122,16.000000,2.000000,0.000000
47.9000,13.951048,16.000000,2.000000,0.000000
48.0000,14.025973,16.000000,2.000000,0.000000
48.1000,14.100898,16.000000,2.000000,0.000000
48.2000,14.175823,16.000000,2.000000,0.000000
48.3000,14.250748,16.000000,2.000000,0.000000
48.4000,14.325673,16.000000,2.000000,0.000000
48.5000,14.400599,16.000000,2.000000,0.000000
48.6000,14.475524,16.000000,2.000000,0.000000
48.7000,14.550449,16.000000,2.000000,0.000000
48.8000,14.625374,16.000000,2.000000,0.000000
48.9000,14.700299,16.000000,2.000000,0.000000
49.0000,14.775224,16.000000,2.000000,0.000000
49.1000,14.850150,16.000000,2.000000,0.000000
49.2000,14.925075,16.000000,2.000000,0.000000
49.3000,15.000000,16.000000,2.000000,0.000000
49.4000,15.074925,16.000000,2.000000,0.000000
49.5000,15.149850,16.000000,2.000000,0.000000
49.6000,15.224776,16.000000,2.000000,0.000000
49.7000,15.299701,16.000000,2.000000,0.000000
49.8000,15.374626,16.000000,2.000000,0.000000
49.9000,15.449551,16.000000,2.000000,0.000000
50.0000,15.524476,16.000000,2.000000,0.000000
50.1000,15.599401,16.000000,2.000000,0.000000
50.2000,15.674327,16.000000,2.000000,0.000000
50.3000,15.749252,16.000000,2.000000,0.000000
50.4000,15.824177,16.000000,2.000000,0.000000
50.5000,15.899102,16.000000,2.000000,0.000000
50.6000,15.974027,16.000000,2.000000,0.000000
50.7000,16.048952,16.000000,2.000000,0.000000
50.8000,16.123878,16.000000,2.000000,0.000000
50.9000,16.198803,16.000000,2.000000,0.000000
51.0000,16.273728,16.000000,2.000000,0.000000
51.1000,16.348653,16.000000,2.000000,0.000000
51.2000,16.423578,16.000000,2.000000,0.000000
51.3000,16.498503,16.000000,2.000000,0.000000
51.4000,16.573429,16.000000,2.000000,0.000000
51.5000,16.648354,16.000000,2.000000,0.000000
51.6000,16.723279,16.000000,2.000000,0.000000
51.7000,16.798204,16.000000,2.000000,0.000000
51.8000,16.873129,16.000000,2.000000,0.000000
51.9000,16.948055,16.000000,2.000000,0.000000
52.0000,17.022980,16.000000,2.000000,0.000000
52.1000,17.097905,16.000000,2.000000,0.000000
52.2000,17.172830,16.000000,2.000000,0.000000
52.3000,17.247755,16.000000,2.000000,0.000000
52.4000,17.322680,16.000000,2.000000,0.000000
52.5000,17.397606,16.000000,2.000000,0.000000
52.6000,17.472531,16.000000,2.000000,0.000000
52.7000,17.547456,16.000000,2.000000,0.000000
52.8000,17.622381,16.000000,2.000000,0.000000
52.9000,17.697306,16.000000,2.000000,0.000000
53.0000,17.772231,16.000000,2.000000,0.000000
53.1000,17.847157,16.000000,2.000000,0.000000
53.2000,17.922082,16.000000,2.000000,0.000000
53.3000,17.997007,16.000000,2.000000,0.000000
53.4000,18.071932,16.000000,2.000000,0.000000
53.5000,18.146857,16.000000,2.000000,0.000000
53.6000,18.221783,16.000000,2.000000,0.000000
53.7000,18.296708,16.000000,2.000000,0.000000
53.8000,18.371633,16.000000,2.000000,0.000000
53.9000,18.446558,16.000000,2.000000,0.000000
54.0000,18.521483,16.000000,2.000000,0.000000
54.1000,18.596408,16.000000,2.000000,0.000000
54.2000,18.671334,16.000000,2.000000,0.000000
54.3000,18.746259,16.000000,2.000000,0.000000
54.4000,18.821184,16.000000,2.000000,0.000000
54.5000,18.896109,16.000000,2.000000,0.000000
54.6000,18.971034,16.000000,2.000000,0.000000
54.7000,19.045959,16.000000,2.000000,0.000000
54.8000,19.120885,16.000000,2.000000,0.000000
54.9000,19.195810,16.000000,2.000000,0.000000
55.0000,19.270735,16.000000,2.000000,0.000000
55.1000,19.345660,16.000000,2.000000,0.000000
55.2000,19.420585,16.000000,2.000000,0.000000
55.3000,19.495510,16.000000,2.000000,0.000000
55.4000,19.570436,16.000000,2.000000,0.000000
55.5000,19.645361,16.000000,2.000000,0.000000
55.6000,19.720286,16.000000,2.000000,0.000000
55.7000,19.795211,16.000000,2.000000,0.000000
